Sample,Cache (cycles),DRAM (cycles)
9244,66,404
9245,63,388
9246,63,430
9247,71,441
9248,63,406
9249,57,1075
9250,71,419
9251,67,388
9252,61,391
9253,63,407
9254,78,433
9255,67,382
9256,65,1347
9257,57,527
9258,65,416
9259,65,429
9260,75,431
9261,69,427
9262,65,378
9263,73,1303
9264,71,404
9265,57,396
9266,57,394
9267,67,426
9268,61,419
9269,57,384
9270,59,502
9271,63,758
9272,59,398
9273,61,469
9274,61,478
9275,61,406
9276,73,536
9277,73,382
9278,69,420
9279,67,386
9280,71,443
9281,73,426
9282,61,1160
9283,71,426
9284,67,390
9285,67,376
9286,73,437
9287,67,417
9288,57,500
9289,61,479
9290,69,386
9291,79,410
9292,69,388
9293,71,374
9294,65,425
9295,73,1344
9296,75,425
9297,73,383
9298,69,386
9299,73,427
9300,65,382
9301,81,1073
9302,76,464
9303,71,406
9304,69,427
9305,69,418
9306,65,414
9307,69,1118
9308,75,385
9309,63,447
9310,59,494
9311,74,429
9312,69,405
9313,67,445
9314,61,1020
9315,76,415
9316,67,433
9317,71,482
9318,69,470
9319,59,478
9320,63,421
9321,61,1276
9322,67,441
9323,63,427
9324,63,439
9325,61,453
9326,69,429
9327,61,416
9328,63,1096
9329,57,447
9330,82,496
9331,67,502
9332,61,402
9333,61,508
9334,63,490
9335,61,1246
9336,61,437
9337,69,430
9338,63,400
9339,69,431
9340,63,467
9341,61,387
9342,61,888
9343,59,433
9344,59,467
9345,59,519
9346,61,423
9347,72,419
9348,59,443
9349,71,967
9350,65,422
9351,73,483
9352,71,427
9353,63,427
9354,63,409
9355,65,435
9356,77,427
9357,71,431
9358,73,412
9359,69,397
9360,65,443
9361,57,422
9362,59,398
9363,65,445
9364,67,474
9365,69,431
9366,63,439
9367,71,387
9368,67,412
9369,63,433
9370,61,506
9371,67,451
9372,71,372
9373,65,469
9374,69,378
9375,69,399
9376,63,445
9377,67,549
9378,77,420
9379,65,423
9380,63,419
9381,72,413
9382,67,382
9383,73,380
9384,65,474
9385,71,475
9386,65,411
9387,75,410
9388,65,378
9389,76,433
9390,67,823
9391,67,374
9392,75,506
9393,61,390
9394,77,406
9395,70,468
9396,61,1431
9397,71,518
9398,67,460
9399,61,415
9400,61,393
9401,59,383
9402,61,404
9403,74,864
9404,71,390
9405,69,435
9406,59,439
9407,79,404
9408,61,439
9409,71,372
9410,69,653
9411,75,454
9412,61,429
9413,63,498
9414,71,449
9415,59,441
9416,65,401
9417,63,693
9418,61,390
9419,77,429
9420,69,384
9421,59,403
9422,69,425
9423,65,391
9424,63,917
9425,65,425
9426,69,1039
9427,61,850
9428,61,612
9429,74,693
9430,69,1069
9431,63,385
9432,63,380
9433,59,417
9434,61,391
9435,63,364
9436,69,469
9437,74,423
9438,69,422
9439,63,380
9440,75,400
9441,71,386
9442,71,400
9443,63,427
9444,65,372
9445,67,370
9446,73,384
9447,73,386
9448,74,388
9449,65,384
9450,71,423
9451,57,425
9452,63,425
9453,75,470
9454,71,556
9455,61,502
9456,63,374
9457,67,429
9458,55,386
9459,69,439
9460,63,376
9461,71,412
9462,69,425
9463,65,423
9464,71,384
9465,71,419
9466,69,412
9467,55,423
9468,67,435
9469,61,468
9470,67,429
9471,65,443
9472,71,390
9473,67,384
9474,69,413
9475,63,407
9476,69,380
9477,60,467
9478,71,435
9479,61,432
9480,73,396
9481,69,406
9482,69,384
9483,67,892
9484,63,447
9485,65,493
9486,69,430
9487,73,536
9488,71,376
9489,73,1276
9490,69,488
9491,63,386
9492,71,392
9493,57,441
9494,65,532
9495,59,504
9496,59,656
9497,63,487
9498,63,575
9499,71,496
9500,59,555
9501,57,456
9502,57,425
9503,56,628
9504,59,429
9505,55,504
9506,57,423
9507,56,424
9508,73,439
9509,57,447
9510,71,1417
9511,61,388
9512,65,425
9513,69,390
9514,75,386
9515,69,413
9516,67,421
9517,70,447
9518,69,445
9519,69,386
9520,67,384
9521,61,404
9522,66,388
9523,65,1296
9524,65,430
9525,59,439
9526,63,430
9527,55,410
9528,75,394
9529,73,383
9530,69,646
9531,71,431
9532,67,472
9533,67,427
9534,69,437
9535,69,465
9536,71,1364
9537,63,441
9538,70,453
9539,61,439
9540,55,437
9541,65,398
9542,67,402
9543,73,604
9544,67,378
9545,71,410
9546,69,492
9547,69,389
9548,70,421
9549,67,1103
9550,73,457
9551,61,378
9552,61,516
9553,73,454
9554,72,410
9555,69,392
9556,69,448
9557,69,380
9558,75,435
9559,63,425
9560,61,394
9561,61,516
9562,67,380
9563,55,889
9564,59,451
9565,59,490
9566,63,390
9567,57,421
9568,59,429
9569,63,479
9570,55,784
9571,59,500
9572,65,591
9573,63,541
9574,63,404
9575,65,378
9576,73,1396
9577,61,380
9578,69,449
9579,67,478
9580,59,447
9581,79,392
9582,71,366
9583,65,545
9584,65,524
9585,73,393
9586,73,419
9587,73,425
9588,71,516
9589,67,996
9590,71,431
9591,69,453
9592,63,431
9593,69,522
9594,63,439
9595,59,421
9596,63,504
9597,71,464
9598,71,459
9599,73,449
9600,61,474
9601,67,477
9602,60,1146
9603,77,388
9604,63,427
9605,69,457
9606,65,408
9607,67,380
9608,101,425
9609,56,1371
9610,59,411
9611,59,423
9612,71,415
9613,88,380
9614,67,370
9615,98,1484
9616,63,399
9617,69,465
9618,73,386
9619,67,459
9620,65,441
9621,59,1002
9622,71,534
9623,57,421
9624,71,376
9625,65,394
9626,67,368
9627,67,1201
9628,69,381
9629,71,399
9630,63,421
9631,67,433
9632,72,451
9633,65,1351
9634,75,488
9635,75,374
9636,65,421
9637,73,368
9638,61,394
9639,71,488
9640,63,539
9641,65,429
9642,65,433
9643,61,431
9644,59,419
9645,55,531
9646,63,462
9647,65,418
9648,59,815
9649,57,449
9650,59,423
9651,61,424
9652,57,431
9653,61,447
9654,71,439
9655,57,1309
9656,57,530
9657,57,384
9658,59,416
9659,59,519
9660,65,429
9661,61,388
9662,63,424
9663,57,622
9664,57,734
9665,71,398
9666,58,406
9667,57,380
9668,59,467
9669,63,399
9670,57,1146
9671,59,468
9672,57,461
9673,58,447
9674,59,446
9675,63,396
9676,57,370
9677,63,1178
9678,73,461
9679,61,589
9680,55,459
9681,59,406
9682,57,498
9683,55,485
9684,57,746
9685,63,575
9686,75,437
9687,63,443
9688,61,437
9689,55,427
9690,59,452
9691,57,831
9692,55,397
9693,67,423
9694,61,376
9695,68,420
9696,73,466
9697,67,386
9698,59,945
9699,57,383
9700,63,445
9701,61,462
9702,59,431
9703,65,431
9704,57,431
9705,59,420
9706,57,462
9707,63,378
9708,63,1179
9709,59,429
9710,59,529
9711,59,683
9712,67,922
9713,63,419
9714,59,1185
9715,69,441
9716,57,385
9717,61,419
9718,75,592
9719,92,437
9720,73,413
9721,61,470
9722,59,449
9723,57,443
9724,63,439
9725,57,433
9726,61,439
9727,57,400
9728,73,405
9729,67,486
9730,57,441
9731,57,423
9732,59,447
9733,59,531
9734,63,386
9735,71,460
9736,59,382
9737,65,421
9738,59,374
9739,65,485
9740,57,396
9741,63,425
9742,55,388
9743,65,388
9744,59,419
9745,57,404
9746,71,387
9747,59,390
9748,58,423
9749,59,387
9750,73,433
9751,69,392
9752,73,389
9753,71,382
9754,75,421
9755,57,486
9756,59,870
9757,57,567
9758,59,429
9759,67,417
9760,58,394
9761,103,423
9762,57,385
9763,63,1195
9764,55,380
9765,59,398
9766,75,429
9767,65,390
9768,63,393
9769,59,425
9770,76,1288
9771,69,441
9772,61,380
9773,57,400
9774,59,402
9775,61,378
9776,63,409
9777,59,443
9778,59,611
9779,59,595
9780,63,424
9781,61,387
9782,65,423
9783,61,445
9784,63,425
9785,69,1304
9786,67,380
9787,73,496
9788,55,422
9789,59,464
9790,61,456
9791,58,428
9792,61,1203
9793,57,441
9794,59,508
9795,59,618
9796,59,431
9797,61,441
9798,71,415
9799,59,1325
9800,59,390
9801,59,561
9802,59,471
9803,59,439
9804,57,529
9805,59,451
9806,63,1457
9807,63,428
9808,59,504
9809,59,438
9810,59,397
9811,59,395
9812,59,419
9813,63,1467
9814,69,392
9815,59,498
9816,63,492
9817,65,482
9818,59,430
9819,90,427
9820,63,1041
9821,55,482
9822,61,437
9823,67,441
9824,63,512
9825,63,414
9826,69,467
9827,73,693
9828,71,518
9829,59,425
9830,61,432
9831,67,392
9832,69,472
9833,61,431
9834,67,1057
9835,59,410
9836,63,449
9837,65,429
9838,55,460
9839,65,388
9840,67,431
9841,61,827
9842,59,435
9843,55,420
9844,61,378
9845,73,513
9846,68,480
9847,59,429
9848,75,1243
9849,57,494
9850,65,508
9851,65,419
9852,67,431
9853,71,660
9854,71,458
9855,65,427
9856,67,447
9857,63,378
9858,63,431
9859,57,402
9860,63,423
9861,63,421
9862,59,455
9863,67,504
9864,67,396
9865,59,407
9866,60,429
9867,59,391
9868,61,374
9869,57,691
9870,63,439
9871,63,449
9872,57,462
9873,71,410
9874,61,430
9875,61,425
9876,65,949
9877,57,482
9878,65,506
9879,63,416
9880,59,423
9881,61,431
9882,61,415
9883,63,414
9884,61,781
9885,67,410
9886,57,421
9887,65,416
9888,77,502
9889,59,427
9890,57,482
9891,67,1126
9892,61,389
9893,63,370
9894,77,395
9895,71,412
9896,73,378
9897,67,423
9898,61,1115
9899,73,421
9900,65,415
9901,67,1116
9902,57,541
9903,73,376
9904,59,423
9905,67,1157
9906,59,1130
9907,65,429
9908,57,608
9909,59,397
9910,57,380
9911,70,453
9912,73,386
9913,59,1077
9914,57,799
9915,57,1134
9916,61,1189
9917,55,502
9918,67,988
9919,63,368
9920,74,419
9921,59,441
9922,61,388
9923,67,1079
9924,61,1529
9925,132,492
9926,57,478
9927,63,1745
9928,59,1638
9929,69,463
9930,69,892
9931,75,3122
9932,65,480
9933,63,412
9934,63,525
9935,67,798
9936,59,2183
9937,65,416
9938,63,405
9939,90,1126
9940,75,587
9941,55,1795
9942,57,1239
9943,69,636
9944,65,760
9945,63,1236
9946,61,1776
9947,57,1311
9948,75,1228
9949,59,417
9950,59,523
9951,92,1445
9952,59,417
9953,55,731
9954,57,484
9955,57,407
9956,58,648
9957,59,423
9958,59,941
9959,63,1680
9960,61,1851
9961,89,541
9962,57,400
9963,57,1101
9964,57,1825
9965,61,515
9966,61,715
9967,59,886
9968,63,476
9969,59,384
9970,61,1902
9971,63,471
9972,61,605
9973,59,622
9974,65,415
9975,61,1496
9976,75,374
9977,59,504
9978,61,423
9979,59,380
9980,59,468
9981,61,2433
9982,57,1138
9983,58,380
9984,61,1473
9985,65,1516
9986,57,1697
9987,76,551
9988,63,500
9989,69,474
9990,57,1099
9991,59,664
9992,57,860
9993,57,472
9994,66,431
9995,57,370
9996,57,502
9997,61,494
9998,57,547
9999,57,1963
10000,67,833
10001,88,815
10002,69,1705
10003,55,1134
10004,59,404
10005,71,398
10006,57,588
10007,63,466
10008,87,416
10009,76,1414
10010,59,415
10011,65,374
10012,65,374
10013,61,477
10014,71,788
10015,59,1594
10016,57,783
10017,69,408
10018,63,583
10019,59,2598
10020,57,2642
10021,55,2148
10022,63,981
10023,60,557
10024,61,2591
10025,59,1142
10026,60,437
10027,55,512
10028,87,752
10029,55,1238
10030,55,734
10031,63,452
10032,67,626
10033,59,934
10034,59,2589
10035,55,1152
10036,58,882
10037,61,1282
10038,61,514
10039,69,2730
10040,59,754
10041,61,1988
10042,57,508
10043,83,2189
10044,59,374
10045,75,479
10046,61,681
10047,57,549
10048,61,740
10049,65,2227
10050,61,431
10051,61,467
10052,59,514
10053,63,478
10054,61,2587
10055,59,984
10056,59,512
10057,55,1408
10058,59,576
10059,67,1802
10060,57,911
10061,79,610
10062,63,827
10063,61,815
10064,69,48680
10065,77,1016
10066,61,1697
10067,69,2146
10068,63,596
10069,63,420
10070,82,1073
10071,71,2876
10072,63,595
10073,75,593
10074,59,1365
10075,57,1711
10076,59,1191
10077,75,1461
10078,69,471
10079,67,1126
10080,75,2046
10081,71,443
10082,57,571
10083,57,1317
10084,60,829
10085,59,894
10086,67,1947
10087,59,441
10088,59,525
10089,59,1347
10090,55,2331
10091,63,684
10092,61,1331
10093,59,2378
10094,59,1431
10095,57,2207
10096,59,943
10097,59,935
10098,57,1250
10099,57,687
10100,61,539
10101,57,600
10102,67,1117
10103,59,1000
10104,57,2494
10105,59,439
10106,75,476
10107,57,474
10108,59,435
10109,59,2012
10110,57,986
10111,75,431
10112,71,807
10113,59,1225
10114,57,577
10115,59,1134
10116,55,1173
10117,59,562
10118,67,691
10119,71,467
10120,58,2213
10121,57,653
10122,57,389
10123,57,921
10124,59,404
10125,57,488
10126,60,467
10127,59,1882
10128,61,899
10129,59,443
10130,60,467
10131,73,414
10132,61,447
10133,61,1786
10134,59,1051
10135,79,1260
10136,57,1451
10137,57,1849
10138,57,407
10139,58,656
10140,55,660
10141,73,433
10142,57,849
10143,57,1625
10144,59,1124
10145,77,496
10146,61,498
10147,63,515
10148,61,569
10149,59,1384
10150,63,526
10151,59,848
10152,59,1055
10153,57,556
10154,59,2593
10155,61,842
10156,61,1461
10157,57,368
10158,59,783
10159,55,1514
10160,59,612
10161,57,1413
10162,59,586
10163,61,387
10164,63,534
10165,69,1548
10166,55,455
10167,68,398
10168,74,372
10169,65,951
10170,63,1063
10171,57,1825
10172,57,1276
10173,65,405
10174,61,2804
10175,63,786
10176,67,1744
10177,69,754
10178,65,408
10179,68,502
10180,102,746
10181,93,454
10182,67,437
10183,98,494
10184,71,445
10185,71,476
10186,73,1615
10187,70,1416
10188,58,1359
10189,59,443
10190,59,3217
10191,77,744
10192,77,460
10193,63,1343
10194,67,1623
10195,58,684
10196,57,1079
10197,57,737
10198,59,1032
10199,61,2790
10200,57,776
10201,61,1081
10202,57,1337
10203,57,2474
10204,71,404
10205,61,502
10206,65,705
10207,59,1144
10208,58,520
10209,59,1323
10210,63,445
10211,63,382
10212,69,630
10213,57,365
10214,63,421
10215,57,1652
10216,57,1218
10217,63,618
10218,59,1209
10219,60,432
10220,61,2327
10221,59,1289
10222,63,963
10223,65,774
10224,55,447
10225,57,2138
10226,59,827
10227,57,514
10228,59,419
10229,59,665
10230,59,542
10231,65,1750
10232,68,498
10233,63,391
10234,65,583
10235,55,709
10236,57,549
10237,61,1725
10238,55,1347
10239,57,756
10240,57,890
10241,59,487
10242,57,447
10243,57,731
10244,59,494
10245,57,830
10246,57,591
10247,68,61
10248,372,622
10249,57,815
10250,65,518
10251,57,409
10252,65,382
10253,57,829
10254,63,699
10255,59,832
10256,57,508
10257,55,1044
10258,61,498
10259,60,1465
10260,63,1027
10261,61,709
10262,59,2481
10263,59,2952
10264,55,1618
10265,59,1770
10266,59,2910
10267,66,1280
10268,58,1105
10269,58,965
10270,58,703
10271,71,1412
10272,59,2008
10273,57,1811
10274,73,2006
10275,61,1746
10276,59,1201
10277,57,2336
10278,57,2758
10279,61,1455
10280,59,1442
10281,59,3226
10282,60,2511
10283,55,2185
10284,57,2408
10285,59,1735
10286,57,1882
10287,55,2355
10288,59,1853
10289,57,1327
10290,57,1236
10291,61,1506
10292,63,3224
10293,59,1672
10294,57,1764
10295,59,3050
10296,61,2163
10297,68,478
10298,59,1108
10299,57,592
10300,55,1528
10301,61,1057
10302,56,2020
10303,57,3406
10304,61,506
10305,75,1498
10306,57,1886
10307,60,2670
10308,55,1676
10309,57,2329
10310,57,3166
10311,57,2130
10312,81,2650
10313,59,5030
10314,57,2794
10315,59,2563
10316,58,1623
10317,61,1467
10318,57,1564
10319,56,2896
10320,65,2898
10321,61,4352
10322,57,2264
10323,55,1882
10324,60,2849
10325,57,1435
10326,63,2185
10327,59,2533
10328,59,2130
10329,59,1914
10330,61,3412
10331,61,1831
10332,59,1953
10333,59,3731
10334,57,2211
10335,57,2150
10336,59,2788
10337,59,1986
10338,61,1971
10339,57,2160
10340,57,1886
10341,55,2036
10342,59,1481
10343,57,2567
10344,89,1932
10345,59,1798
10346,59,2589
10347,61,2725
10348,59,1939
10349,57,3366
10350,59,2112
10351,61,1571
10352,55,3369
10353,59,1138
10354,63,1429
10355,63,2315
10356,61,2233
10357,63,2343
10358,63,2148
10359,57,3526
10360,61,1890
10361,67,2172
10362,59,2829
10363,65,1935
10364,59,1778
10365,73,2024
10366,65,1823
10367,63,1721
10368,59,3756
10369,59,1485
10370,57,1369
10371,59,1774
10372,57,1793
10373,63,1430
10374,59,1376
10375,59,975
10376,55,2750
10377,57,1996
10378,55,1333
10379,60,2351
10380,77,1926
10381,65,35022
10382,58,1636
10383,61,2101
10384,59,3093
10385,59,2286
10386,57,1561
10387,55,2486
10388,57,1285
10389,59,1445
10390,55,980
10391,57,2597
10392,63,1831
10393,61,2337
10394,59,2419
10395,61,817
10396,65,1530
10397,63,3107
10398,59,845
10399,57,1628
10400,57,1426
10401,57,2660
10402,57,1297
10403,59,1204
10404,63,1369
10405,55,2133
10406,59,1760
10407,61,2100
10408,59,2524
10409,59,1232
10410,63,1039
10411,58,963
10412,59,2004
10413,61,1022
10414,59,2264
10415,59,2044
10416,59,2041
10417,61,2585
10418,59,1235
10419,59,2116
10420,57,1404
10421,77,1185
10422,59,2012
10423,59,3150
10424,63,1683
10425,61,1098
10426,58,2952
10427,59,2246
10428,55,67
10429,1599,3715
10430,55,1527
10431,69,1719
10432,70,3935
10433,63,1368
10434,81,3914
10435,57,2460
10436,59,1788
10437,59,3309
10438,59,1653
10439,59,2921
10440,59,2727
10441,59,1855
10442,57,1299
10443,59,1380
10444,59,2025
10445,57,2333
10446,79,2112
10447,63,2244
10448,57,4191
10449,61,2900
10450,61,57
10451,600,732
10452,59,1569
10453,57,3172
10454,59,1634
10455,59,1293
10456,63,1731
10457,57,2788
10458,55,1494
10459,58,1554
10460,58,670
10461,57,2063
10462,59,1892
10463,76,1384
10464,55,2097
10465,61,1384
10466,59,1362
10467,71,2061
10468,55,2510
10469,58,1827
10470,57,1606
10471,57,2625
10472,61,916
10473,87,1490
10474,67,3652
10475,57,1480
10476,61,1516
10477,57,1469
10478,77,2806
10479,58,2192
10480,57,683
10481,73,1571
10482,63,2098
10483,69,2109
10484,69,2093
10485,77,2793
10486,59,1045
10487,83,1282
10488,55,1727
10489,59,3043
10490,55,658
10491,57,1517
10492,60,4745
10493,61,3148
10494,61,3010
10495,59,2632
10496,75,1360
10497,57,1677
10498,63,3853
10499,61,1067
10500,58,2327
10501,57,1855
10502,61,1557
10503,57,1191
10504,57,2319
10505,57,2207
10506,63,4282
10507,61,2621
10508,59,1439
10509,57,1716
10510,61,1922
10511,61,2938
10512,77,1451
10513,55,2614
10514,57,3012
10515,59,2685
10516,57,2083
10517,65,3898
10518,57,1608
10519,59,2963
10520,63,2083
10521,56,1843
10522,55,1453
10523,61,2549
10524,55,1703
10525,59,2186
10526,61,3786
10527,61,1552
10528,63,2030
10529,65,3419
10530,57,2010
10531,59,1827
10532,57,1951
10533,59,2504
10534,59,1839
10535,55,1433
10536,58,1451
10537,61,1286
10538,59,2997
10539,59,1744
10540,63,943
10541,57,3132
10542,61,1750
10543,61,2873
10544,57,2903
10545,63,1482
10546,63,1144
10547,65,1092
10548,57,709
10549,57,2150
10550,57,1213
10551,59,841
10552,59,1126
10553,75,2158
10554,63,1695
10555,65,720
10556,71,1173
10557,59,1955
10558,57,1734
10559,59,1052
10560,71,2020
10561,59,1049
10562,59,1662
10563,59,1512
10564,65,1742
10565,55,1346
10566,58,1820
10567,67,1339
10568,59,1055
10569,65,953
10570,57,2483
10571,57,760
10572,57,949
10573,61,1298
10574,59,901
10575,59,1683
10576,67,1512
10577,61,1579
10578,61,634
10579,63,3077
10580,65,1974
10581,57,2008
10582,59,866
10583,59,2289
10584,61,2020
10585,61,2225
10586,57,2075
10587,61,1738
10588,57,1155
10589,57,1319
10590,57,2598
10591,57,2673
10592,59,2502
10593,59,2410
10594,59,1732
10595,61,1100
10596,57,1144
10597,61,3484
10598,57,2067
10599,59,4042
10600,59,1628
10601,59,3184
10602,63,3118
10603,63,2166
10604,59,2193
10605,55,2136
10606,59,1048
10607,65,1433
10608,57,1195
10609,57,815
10610,55,2008
10611,57,1282
10612,59,2364
10613,504,27365
10614,67,1688
10615,63,1114
10616,65,69
10617,792,741
10618,67,2158
10619,67,1378
10620,65,1197
10621,61,1447
10622,63,1211
10623,67,1400
10624,63,63
10625,1022,2563
10626,63,1713
10627,65,742
10628,69,1193
10629,59,1071
10630,65,1205
10631,65,2325
10632,67,1032
10633,65,1685
10634,69,588
10635,65,429
10636,65,476
10637,65,1175
10638,63,927
10639,63,565
10640,63,2160
10641,69,2016
10642,65,650
10643,65,1063
10644,67,817
10645,65,1617
10646,63,744
10647,63,2061
10648,63,596
10649,63,1337
10650,63,1799
10651,67,1278
10652,67,776
10653,63,1890
10654,63,1299
10655,65,952
10656,59,1428
10657,65,1510
10658,69,2190
10659,72,1010
10660,69,1506
10661,75,2012
10662,65,2526
10663,59,1437
10664,65,1514
10665,61,1234
10666,61,2666
10667,63,1421
10668,65,1524
10669,63,1995
10670,65,1797
10671,65,699
10672,75,645
10673,67,3973
10674,69,876
10675,65,943
10676,67,500
10677,61,2806
10678,67,412
10679,63,622
10680,59,421
10681,67,803
10682,67,1617
10683,65,1541
10684,65,1961
10685,63,429
10686,65,790
10687,63,1871
10688,67,1616
10689,63,1715
10690,75,419
10691,67,2220
10692,59,2266
10693,65,630
10694,63,921
10695,79,1852
10696,70,593
10697,67,995
10698,63,943
10699,76,754
10700,65,522
10701,67,968
10702,70,65
10703,1040,1494
10704,77,502
10705,80,2465
10706,73,1528
10707,76,1228
10708,61,1043
10709,67,2099
10710,79,3091
10711,67,518
10712,59,3668
10713,69,957
10714,63,3012
10715,65,2148
10716,61,920
10717,67,558
10718,59,832
10719,67,417
10720,65,1809
10721,69,1190
10722,65,2431
10723,67,3048
10724,67,1943
10725,69,809
10726,65,2583
10727,67,1770
10728,63,1778
10729,81,435
10730,75,2195
10731,75,1817
10732,73,853
10733,61,959
10734,67,1310
10735,63,2457
10736,63,799
10737,70,2554
10738,61,801
10739,63,689
10740,63,561
10741,61,415
10742,65,402
10743,67,768
10744,63,919
10745,65,600
10746,69,510
10747,61,1796
10748,65,517
10749,65,2577
10750,63,990
10751,63,4505
10752,63,1808
10753,65,450
10754,75,1434
10755,67,1449
10756,65,3437
10757,63,2851
10758,65,1304
10759,65,2416
10760,63,1896
10761,67,4180
10762,71,457
10763,57,1618
10764,63,1632
10765,59,529
10766,61,2232
10767,77,1162
10768,75,1366
10769,63,1355
10770,67,2191
10771,63,1319
10772,79,1323
10773,67,1563
10774,73,1254
10775,63,1579
10776,65,10901
10777,72,1000
10778,63,2199
10779,63,1485
10780,63,1343
10781,61,972
10782,67,2908
10783,67,2085
10784,59,1664
10785,71,2516
10786,59,949
10787,67,1663
10788,67,1854
10789,65,2065
10790,61,1910
10791,67,724
10792,67,1590
10793,65,2246
10794,61,1091
10795,70,1144
10796,63,1170
10797,63,2644
10798,61,2907
10799,65,2072
10800,67,2030
10801,69,502
10802,74,1276
10803,59,1780
10804,65,1634
10805,75,801
10806,84,559
10807,77,406
10808,70,703
10809,79,416
10810,63,1266
10811,69,1309
10812,65,1125
10813,63,738
10814,63,730
10815,63,2262
10816,65,1707
10817,59,2349
10818,67,2459
10819,77,2268
10820,71,780
10821,63,1126
10822,65,1622
10823,71,400
10824,63,819
10825,67,509
10826,63,2382
10827,61,1256
10828,61,472
10829,63,784
10830,69,556
10831,65,579
10832,65,1049
10833,61,1640
10834,63,1124
10835,69,947
10836,65,651
10837,63,721
10838,63,579
10839,65,890
10840,67,687
10841,67,406
10842,63,404
10843,63,623
10844,67,543
10845,65,780
10846,67,2898
10847,65,461
10848,67,1506
10849,69,2593
10850,57,1851
10851,63,721
10852,63,1047
10853,59,1677
10854,63,1516
10855,63,2205
10856,61,2333
10857,65,496
10858,59,988
10859,72,431
10860,66,481
10861,61,1632
10862,67,622
10863,67,1077
10864,63,1107
10865,63,532
10866,63,1937
10867,63,980
10868,63,804
10869,65,1589
10870,61,1036
10871,67,1657
10872,63,859
10873,63,525
10874,63,654
10875,69,427
