Sample,Cache (cycles),DRAM (cycles)
71704,46,321
71705,46,764
71706,43,321
71707,43,321
71708,44,323
71709,43,325
71710,45,320
71711,45,317
71712,45,317
71713,44,323
71714,45,319
71715,43,322
71716,46,319
71717,45,711
71718,45,319
71719,45,319
71720,45,321
71721,46,321
71722,45,319
71723,45,319
71724,44,323
71725,43,319
71726,45,320
71727,45,317
71728,45,317
71729,44,921
71730,43,321
71731,45,319
71732,45,319
71733,42,323
71734,43,321
71735,43,317
71736,44,317
71737,45,317
71738,42,319
71739,45,319
71740,45,319
71741,45,990
71742,44,323
71743,45,323
71744,44,319
71745,45,321
71746,43,323
71747,44,319
71748,43,317
71749,43,321
71750,47,319
71751,45,321
71752,43,323
71753,44,899
71754,45,317
71755,47,319
71756,46,319
71757,45,319
71758,44,319
71759,45,321
71760,43,319
71761,45,319
71762,45,319
71763,42,321
71764,45,319
71765,43,956
71766,44,323
71767,43,321
71768,45,322
71769,46,319
71770,45,321
71771,44,321
71772,45,319
71773,45,321
71774,44,321
71775,43,319
71776,45,321
71777,43,935
71778,45,323
71779,45,317
71780,43,319
71781,44,321
71782,41,317
71783,43,321
71784,44,319
71785,43,323
71786,43,324
71787,44,315
71788,43,325
71789,44,317
71790,45,321
71791,45,331
71792,43,317
71793,43,347
71794,44,1218
71795,45,321
71796,44,321
71797,43,323
71798,45,322
71799,42,319
71800,45,321
71801,44,319
71802,45,319
71803,44,336
71804,44,317
71805,43,321
71806,44,789
71807,44,321
71808,45,321
71809,45,319
71810,45,319
71811,45,317
71812,44,323
71813,43,323
71814,46,321
71815,43,321
71816,45,317
71817,45,315
71818,45,1049
71819,42,321
71820,45,323
71821,43,321
71822,43,319
71823,45,317
71824,42,356
71825,44,321
71826,43,319
71827,47,319
71828,41,321
71829,45,315
71830,45,864
71831,44,323
71832,43,319
71833,47,317
71834,43,317
71835,45,315
71836,45,319
71837,45,319
71838,44,323
71839,43,323
71840,42,321
71841,43,317
71842,44,888
71843,45,317
71844,43,319
71845,45,317
71846,45,319
71847,45,319
71848,45,319
71849,44,321
71850,43,319
71851,44,321
71852,45,321
71853,44,323
71854,45,916
71855,45,321
71856,43,321
71857,44,319
71858,45,317
71859,44,323
71860,43,319
71861,45,319
71862,45,319
71863,45,320
71864,42,321
71865,45,321
71866,44,911
71867,44,321
71868,43,321
71869,45,319
71870,43,323
71871,45,319
71872,44,317
71873,47,323
71874,43,324
71875,44,319
71876,49,317
71877,47,321
71878,45,1018
71879,44,321
71880,43,323
71881,45,321
71882,44,321
71883,45,321
71884,44,319
71885,45,321
71886,45,318
71887,44,323
71888,45,319
71889,42,321
71890,45,916
71891,43,321
71892,43,320
71893,44,319
71894,45,319
71895,46,317
71896,45,315
71897,44,323
71898,45,321
71899,47,318
71900,44,319
71901,47,319
71902,44,911
71903,46,319
71904,47,321
71905,44,319
71906,45,317
71907,45,319
71908,45,317
71909,43,319
71910,43,317
71911,45,317
71912,43,317
71913,43,319
71914,44,913
71915,44,319
71916,47,321
71917,42,321
71918,45,319
71919,46,317
71920,43,319
71921,43,323
71922,45,319
71923,45,319
71924,44,323
71925,43,321
71926,46,896
71927,45,319
71928,45,322
71929,45,317
71930,45,317
71931,44,321
71932,45,323
71933,44,321
71934,45,319
71935,45,319
71936,45,319
71937,45,322
71938,44,892
71939,47,319
71940,46,319
71941,43,323
71942,45,321
71943,43,321
71944,45,319
71945,46,319
71946,45,315
71947,42,319
71948,45,323
71949,44,317
71950,45,910
71951,43,321
71952,44,323
71953,43,319
71954,45,320
71955,44,321
71956,45,321
71957,44,321
71958,43,317
71959,43,324
71960,45,317
71961,43,321
71962,42,904
71963,45,321
71964,47,319
71965,46,323
71966,45,319
71967,47,319
71968,45,321
71969,45,321
71970,46,321
71971,43,323
71972,47,317
71973,45,319
71974,45,906
71975,45,319
71976,45,317
71977,43,325
71978,46,323
71979,45,319
71980,47,315
71981,45,321
71982,47,321
71983,42,323
71984,45,321
71985,47,321
71986,45,957
71987,45,319
71988,44,317
71989,43,319
71990,44,323
71991,45,337
71992,45,315
71993,45,321
71994,45,319
71995,45,321
71996,44,323
71997,45,319
71998,45,923
71999,44,319
72000,47,319
72001,44,317
72002,47,317
72003,47,384
72004,41,321
72005,45,360
72006,47,319
72007,44,319
72008,47,319
72009,44,315
72010,45,843
72011,43,321
72012,44,321
72013,45,315
72014,44,319
72015,43,321
72016,45,320
72017,45,315
72018,45,319
72019,43,321
72020,45,321
72021,47,317
72022,43,811
72023,43,319
72024,44,317
72025,45,319
72026,45,320
72027,42,321
72028,45,321
72029,44,317
72030,45,321
72031,44,321
72032,45,317
72033,45,315
72034,43,892
72035,43,321
72036,43,319
72037,45,317
72038,42,317
72039,43,321
72040,47,321
72041,47,319
72042,45,320
72043,44,323
72044,43,321
72045,44,321
72046,47,973
72047,45,321
72048,46,317
72049,45,319
72050,43,321
72051,44,321
72052,45,319
72053,44,319
72054,45,321
72055,43,326
72056,43,323
72057,45,317
72058,44,896
72059,45,321
72060,43,324
72061,45,319
72062,45,319
72063,46,321
72064,47,319
72065,45,319
72066,43,317
72067,43,322
72068,45,317
72069,45,317
72070,44,921
72071,47,321
72072,43,321
72073,45,319
72074,44,319
72075,43,319
72076,46,317
72077,43,321
72078,43,319
72079,43,321
72080,45,321
72081,45,321
72082,45,912
72083,47,319
72084,46,319
72085,45,317
72086,47,323
72087,43,321
72088,45,317
72089,45,321
72090,45,321
72091,46,317
72092,45,317
72093,44,317
72094,45,912
72095,43,321
72096,45,319
72097,43,323
72098,45,318
72099,45,317
72100,47,321
72101,42,323
72102,43,319
72103,44,321
72104,45,315
72105,45,321
72106,43,321
72107,43,321
72108,45,319
72109,43,319
72110,46,321
72111,44,937
72112,45,317
72113,45,317
72114,47,319
72115,43,322
72116,42,319
72117,42,321
72118,43,321
72119,47,319
72120,44,319
72121,43,321
72122,43,321
72123,45,852
72124,45,317
72125,44,323
72126,43,321
72127,43,325
72128,45,320
72129,42,323
72130,43,319
72131,47,319
72132,44,323
72133,42,321
72134,45,315
72135,45,917
72136,45,317
72137,44,321
72138,43,325
72139,43,319
72140,47,318
72141,44,321
72142,45,321
72143,47,321
72144,45,321
72145,46,319
72146,45,315
72147,43,933
72148,45,323
72149,43,321
72150,44,319
72151,45,321
72152,43,321
72153,42,321
72154,47,317
72155,45,321
72156,45,319
72157,46,319
72158,43,321
72159,43,891
72160,46,319
72161,45,317
72162,47,319
72163,43,324
72164,46,362
72165,45,324
72166,44,366
72167,45,321
72168,45,321
72169,46,323
72170,43,323
72171,45,319
72172,44,777
72173,46,319
72174,43,319
72175,45,321
72176,45,323
72177,44,319
72178,45,321
72179,43,407
72180,43,320
72181,46,321
72182,45,319
72183,47,916
72184,47,319
72185,45,323
72186,42,321
72187,43,323
72188,45,319
72189,44,319
72190,45,321
72191,45,317
72192,47,321
72193,44,319
72194,45,321
72195,47,927
72196,45,317
72197,44,323
72198,45,317
72199,45,319
72200,44,319
72201,45,319
72202,45,321
72203,44,321
72204,45,317
72205,43,317
72206,44,321
72207,47,941
72208,45,319
72209,44,317
72210,45,317
72211,43,320
72212,42,321
72213,47,319
72214,43,321
72215,44,321
72216,43,317
72217,43,322
72218,44,323
72219,43,935
72220,45,319
72221,43,321
72222,45,319
72223,45,317
72224,46,321
72225,45,319
72226,45,320
72227,46,317
72228,45,317
72229,45,320
72230,46,321
72231,45,947
72232,45,317
72233,44,321
72234,45,321
72235,45,323
72236,45,317
72237,43,319
72238,41,323
72239,45,320
72240,46,321
72241,45,319
72242,45,323
72243,47,927
72244,45,319
72245,44,325
72246,46,325
72247,45,321
72248,43,322
72249,44,319
72250,45,319
72251,45,323
72252,45,321
72253,43,323
72254,49,317
72255,45,943
72256,46,319
72257,45,319
72258,45,319
72259,44,323
72260,43,321
72261,45,319
72262,44,325
72263,42,323
72264,43,319
72265,43,321
72266,44,319
72267,47,939
72268,45,321
72269,42,321
72270,45,321
72271,43,322
72272,44,321
72273,43,319
72274,43,321
72275,45,319
72276,43,321
72277,43,325
72278,45,317
72279,44,939
72280,45,321
72281,44,321
72282,43,321
72283,43,319
72284,47,319
72285,45,319
72286,45,319
72287,44,321
72288,42,317
72289,45,321
72290,45,317
72291,42,935
72292,45,322
72293,44,321
72294,45,319
72295,45,317
72296,44,321
72297,47,319
72298,45,320
72299,44,321
72300,47,321
72301,43,322
72302,46,317
72303,45,939
72304,45,319
72305,46,319
72306,45,317
72307,43,321
72308,46,321
72309,43,319
72310,43,320
72311,44,321
72312,43,319
72313,45,317
72314,44,321
72315,45,933
72316,46,319
72317,45,321
72318,43,319
72319,45,321
72320,44,323
72321,43,321
72322,45,320
72323,42,319
72324,45,319
72325,43,321
72326,43,326
72327,46,919
72328,42,317
72329,41,321
72330,45,317
72331,44,321
72332,43,321
72333,43,323
72334,47,319
72335,45,321
72336,43,321
72337,44,319
72338,46,319
72339,45,821
72340,43,317
72341,44,321
72342,43,319
72343,45,321
72344,43,321
72345,44,323
72346,42,321
72347,43,362
72348,46,321
72349,43,321
72350,45,319
72351,43,872
72352,45,321
72353,47,321
72354,43,320
72355,44,317
72356,45,317
72357,45,319
72358,43,322
72359,44,362
72360,43,325
72361,45,320
72362,44,321
72363,43,862
72364,44,321
72365,45,319
72366,45,321
72367,43,319
72368,43,321
72369,43,323
72370,43,319
72371,44,321
72372,43,321
72373,43,323
72374,45,320
72375,44,858
72376,45,320
72377,46,321
72378,45,319
72379,45,317
72380,44,321
72381,45,319
72382,43,321
72383,43,322
72384,46,317
72385,41,321
72386,45,323
72387,43,907
72388,43,319
72389,42,321
72390,43,321
72391,45,320
72392,44,317
72393,43,321
72394,43,323
72395,43,323
72396,44,319
72397,43,321
72398,43,322
72399,44,903
72400,45,315
72401,43,319
72402,43,321
72403,44,323
72404,45,321
72405,43,319
72406,44,321
72407,45,317
72408,45,319
72409,47,321
72410,44,323
72411,43,861
72412,44,321
72413,45,319
72414,47,317
72415,44,317
72416,45,317
72417,43,323
72418,45,320
72419,45,336
72420,45,319
72421,45,321
72422,45,322
72423,47,323
72424,43,323
72425,45,325
72426,45,319
72427,43,320
72428,45,319
72429,44,854
72430,45,321
72431,46,321
72432,45,319
72433,43,325
72434,43,324
72435,44,317
72436,45,321
72437,45,319
72438,47,321
72439,44,321
72440,49,317
72441,45,862
72442,45,319
72443,43,322
72444,44,321
72445,43,323
72446,43,323
72447,45,317
72448,45,321
72449,45,321
72450,45,320
72451,46,319
72452,43,321
72453,45,932
72454,42,321
72455,43,321
72456,43,324
72457,44,325
72458,43,323
72459,45,323
72460,47,321
72461,44,321
72462,43,321
72463,43,319
72464,44,321
72465,45,862
72466,46,319
72467,43,321
72468,45,321
72469,45,321
72470,44,319
72471,45,317
72472,43,319
72473,44,321
72474,47,321
72475,45,319
72476,45,319
72477,44,785
72478,45,315
72479,44,961
72480,46,325
72481,43,321
72482,43,319
72483,43,317
72484,46,317
72485,45,323
72486,43,356
72487,47,319
72488,44,319
72489,45,321
72490,45,954
72491,46,321
72492,43,315
72493,44,321
72494,45,321
72495,45,320
72496,45,321
72497,44,317
72498,43,323
72499,45,319
72500,45,394
72501,45,319
72502,44,862
72503,45,320
72504,43,321
72505,45,323
72506,44,321
72507,45,321
72508,45,317
72509,44,319
72510,45,319
72511,44,323
72512,45,321
72513,47,318
72514,45,975
72515,45,321
72516,45,321
72517,44,323
72518,46,321
72519,41,321
72520,45,323
72521,44,319
72522,47,319
72523,43,319
72524,43,317
72525,45,319
72526,44,896
72527,43,319
72528,45,317
72529,46,317
72530,45,317
72531,44,323
72532,43,319
72533,45,320
72534,43,315
72535,45,317
72536,44,317
72537,45,319
72538,44,955
72539,45,319
72540,45,319
72541,44,319
72542,47,321
72543,44,321
72544,43,323
72545,45,320
72546,45,319
72547,47,319
72548,46,319
72549,45,321
72550,44,1010
72551,42,321
72552,42,323
72553,45,317
72554,44,317
72555,45,319
72556,45,321
72557,45,319
72558,43,321
72559,44,321
72560,45,319
72561,44,321
72562,45,782
72563,47,319
72564,44,323
72565,43,319
72566,45,319
72567,45,321
72568,45,321
72569,44,321
72570,42,321
72571,47,317
72572,44,319
72573,43,317
72574,44,943
72575,45,319
72576,45,317
72577,45,319
72578,43,321
72579,44,321
72580,45,317
72581,43,319
72582,43,319
72583,45,319
72584,44,321
72585,45,323
72586,44,951
72587,45,319
72588,45,321
72589,44,317
72590,45,321
72591,45,321
72592,45,321
72593,45,321
72594,44,319
72595,49,315
72596,44,319
72597,47,321
72598,45,968
72599,47,323
72600,45,319
72601,47,319
72602,42,317
72603,43,319
72604,43,321
72605,43,321
72606,46,319
72607,45,319
72608,45,321
72609,45,323
72610,47,918
72611,45,321
72612,46,317
72613,45,321
72614,45,319
72615,45,321
72616,45,323
72617,46,319
72618,45,317
72619,44,321
72620,45,317
72621,44,317
72622,45,922
72623,45,321
72624,47,321
72625,43,323
72626,45,319
72627,44,321
72628,47,319
72629,42,319
72630,43,321
72631,46,317
72632,45,321
72633,43,321
72634,41,1026
72635,45,321
72636,44,319
72637,47,321
72638,45,319
72639,45,321
72640,44,321
72641,43,321
72642,45,315
72643,42,323
72644,43,319
72645,43,319
72646,45,780
72647,45,315
72648,45,321
72649,43,321
72650,44,323
72651,45,317
72652,45,319
72653,42,321
72654,43,321
72655,45,321
72656,43,321
72657,43,326
72658,44,1057
72659,43,321
72660,45,319
72661,46,319
72662,43,321
72663,46,321
72664,47,357
72665,43,321
72666,43,321
72667,44,323
72668,45,320
72669,42,352
72670,44,777
72671,42,321
72672,45,321
72673,42,330
72674,44,319
72675,43,321
72676,45,321
72677,43,321
72678,45,321
72679,42,321
72680,45,321
72681,44,319
72682,45,845
72683,49,319
72684,47,317
72685,45,321
72686,45,16487
72687,45,321
72688,43,321
72689,43,323
72690,47,323
72691,43,323
72692,43,326
72693,46,317
72694,45,321
72695,47,319
72696,43,319
72697,45,724
72698,45,315
72699,43,321
72700,45,319
72701,44,317
72702,45,317
72703,44,317
72704,45,319
72705,46,321
72706,43,317
72707,47,317
72708,45,313
72709,47,868
72710,43,319
72711,44,317
72712,45,321
72713,42,311
72714,45,319
72715,44,317
72716,45,321
72717,45,317
72718,43,317
72719,45,319
72720,45,319
72721,44,988
72722,43,322
72723,42,321
72724,45,315
72725,46,317
72726,45,321
72727,44,319
72728,45,315
72729,44,317
72730,45,321
72731,47,317
72732,45,319
72733,47,1037
72734,43,319
72735,45,706
72736,47,321
72737,43,319
72738,45,321
72739,45,325
72740,45,323
72741,45,323
72742,43,319
72743,43,321
72744,43,323
72745,47,319
72746,45,320
72747,44,773
72748,44,321
72749,45,319
72750,45,319
72751,43,322
72752,44,321
72753,43,319
72754,43,323
72755,45,319
72756,44,319
72757,47,319
72758,43,321
72759,44,779
72760,44,319
72761,45,319
72762,43,321
72763,45,319
72764,44,319
72765,45,319
72766,47,319
72767,44,319
72768,43,321
72769,45,317
72770,43,319
72771,44,776
72772,46,317
72773,45,317
72774,43,322
72775,44,321
72776,43,317
72777,45,319
72778,47,319
72779,42,321
72780,45,319
72781,43,318
72782,44,319
72783,45,821
72784,45,317
72785,46,319
72786,45,319
72787,49,317
72788,45,321
72789,45,317
72790,45,321
72791,45,319
72792,44,321
72793,45,317
72794,47,317
72795,42,862
72796,43,324
72797,46,321
72798,45,317
72799,45,317
72800,42,321
72801,45,321
72802,47,317
72803,43,352
72804,45,321
72805,45,319
72806,44,323
72807,45,870
72808,44,319
72809,45,319
72810,43,333
72811,45,319
72812,42,321
72813,45,323
72814,45,321
72815,45,321
72816,44,321
72817,45,321
72818,45,317
72819,43,899
72820,43,323
72821,44,317
72822,45,321
72823,44,319
72824,43,319
72825,45,317
72826,45,319
72827,42,323
72828,43,321
72829,45,319
72830,45,318
72831,46,862
72832,43,321
72833,44,321
72834,42,323
72835,45,321
72836,47,319
72837,43,321
72838,42,317
72839,47,321
72840,47,319
72841,45,319
72842,44,323
72843,45,918
72844,45,317
72845,45,323
72846,43,321
72847,47,321
72848,44,321
72849,45,319
72850,43,321
72851,46,321
72852,43,321
72853,43,323
72854,43,321
72855,44,852
72856,44,319
72857,42,317
72858,43,321
72859,45,322
72860,46,319
72861,49,319
72862,43,321
72863,47,319
72864,45,319
72865,43,319
72866,43,322
72867,46,921
72868,45,320
72869,44,319
72870,45,323
72871,45,317
72872,45,320
72873,44,321
72874,43,319
72875,45,321
72876,45,321
72877,45,317
72878,45,321
72879,45,840
72880,45,317
72881,44,321
72882,45,321
72883,45,320
72884,46,321
72885,45,321
72886,47,317
72887,44,319
72888,45,319
72889,43,321
72890,44,325
72891,44,921
72892,44,319
72893,43,319
72894,43,319
72895,44,317
72896,42,319
72897,47,319
72898,43,321
72899,46,317
72900,45,319
72901,45,320
72902,46,319
72903,43,920
72904,46,319
72905,43,323
72906,45,319
72907,46,321
72908,45,317
72909,43,323
72910,45,322
72911,44,319
72912,45,321
72913,43,323
72914,45,323
72915,44,844
72916,46,317
72917,45,321
72918,45,321
72919,45,319
72920,42,321
72921,45,319
72922,43,320
72923,46,321
72924,43,323
72925,43,323
72926,45,320
72927,44,919
72928,45,321
72929,46,319
72930,45,321
72931,47,317
72932,44,321
72933,45,317
72934,45,323
72935,45,320
72936,44,319
72937,45,321
72938,45,319
72939,45,861
72940,45,317
72941,45,323
72942,42,323
72943,45,323
72944,45,321
72945,47,321
72946,43,321
72947,46,319
72948,45,321
72949,45,317
72950,44,321
72951,45,914
72952,42,319
72953,45,321
72954,47,317
72955,43,321
72956,44,321
72957,47,317
72958,43,319
72959,44,317
72960,43,323
72961,45,319
72962,46,315
72963,43,1006
72964,45,317
72965,44,319
72966,45,339
72967,43,323
72968,43,317
72969,44,323
72970,45,319
72971,45,315
72972,43,322
72973,46,319
72974,45,319
72975,45,774
72976,45,320
72977,46,323
72978,45,319
72979,43,321
72980,44,317
72981,45,317
72982,47,323
72983,43,319
72984,44,317
72985,43,360
72986,44,317
72987,43,727
72988,44,317
72989,47,321
72990,43,317
72991,46,319
72992,45,321
72993,45,317
72994,44,319
72995,45,319
72996,47,317
72997,45,320
72998,44,323
72999,43,910
73000,43,323
73001,43,321
73002,43,358
73003,47,319
73004,45,334
73005,47,319
73006,42,321
73007,45,319
73008,45,320
73009,46,319
73010,43,321
73011,43,808
73012,44,323
73013,45,319
73014,43,321
73015,44,317
73016,45,319
73017,45,321
73018,43,322
73019,44,319
73020,45,319
73021,45,319
73022,45,319
73023,44,915
73024,42,323
73025,43,323
73026,43,321
73027,45,322
73028,44,321
73029,44,315
73030,47,319
73031,45,319
73032,44,323
73033,47,321
73034,43,323
73035,43,914
73036,45,321
73037,45,315
73038,44,321
73039,45,321
73040,43,321
73041,43,323
73042,44,319
73043,47,319
73044,43,321
73045,44,323
73046,42,321
73047,45,857
73048,45,317
73049,49,333
73050,47,321
73051,43,323
73052,43,754
73053,43,321
73054,43,321
73055,43,323
73056,43,317
73057,44,321
73058,43,319
73059,47,319
73060,44,323
73061,43,323
73062,45,317
73063,44,323
73064,43,806
73065,43,321
73066,43,315
73067,43,321
73068,45,321
73069,46,315
73070,45,319
73071,42,319
73072,43,315
73073,45,319
73074,45,319
73075,45,317
73076,46,890
73077,43,321
73078,45,317
73079,43,321
73080,43,321
73081,44,319
73082,39,321
73083,44,323
73084,43,319
73085,43,317
73086,43,321
73087,43,321
73088,44,1014
73089,46,317
73090,45,317
73091,45,320
73092,45,323
73093,45,319
73094,48,321
73095,43,317
73096,43,321
73097,43,321
73098,49,317
73099,44,321
73100,43,914
73101,45,321
73102,45,315
73103,45,317
73104,43,319
73105,44,317
73106,45,321
73107,44,323
73108,45,319
73109,45,320
73110,42,321
73111,43,325
73112,44,957
73113,44,319
73114,43,323
73115,45,319
73116,45,321
73117,45,319
73118,43,319
73119,43,323
73120,44,323
73121,43,323
73122,45,321
73123,46,321
73124,45,756
73125,43,322
73126,42,319
73127,45,321
73128,43,319
73129,45,321
73130,43,323
73131,42,319
73132,45,319
73133,45,319
73134,46,321
73135,45,317
73136,47,996
73137,43,325
73138,45,319
73139,45,321
73140,43,321
73141,44,319
73142,43,321
73143,44,325
73144,43,323
73145,45,321
73146,46,319
73147,43,323
73148,46,1138
73149,43,322
73150,42,319
73151,45,355
73152,43,319
73153,45,319
73154,43,319
73155,45,317
73156,46,319
73157,45,321
73158,45,317
73159,45,317
73160,43,784
73161,45,317
73162,44,317
73163,43,323
73164,44,319
73165,43,359
73166,44,319
73167,45,319
73168,46,317
73169,43,321
73170,45,322
73171,43,317
73172,45,1012
73173,41,319
73174,45,319
73175,47,327
73176,45,321
73177,44,321
73178,45,317
73179,43,320
73180,42,321
73181,45,321
73182,44,319
73183,43,319
73184,47,789
73185,43,321
73186,44,321
73187,45,317
73188,44,315
73189,45,319
73190,43,322
73191,46,317
73192,45,319
73193,44,321
73194,43,323
73195,45,319
73196,45,1018
73197,44,323
73198,43,321
73199,47,323
73200,43,323
73201,43,321
73202,47,319
73203,45,319
73204,45,319
73205,44,319
73206,41,321
73207,43,322
73208,46,894
73209,45,321
73210,43,317
73211,46,319
73212,45,321
73213,44,323
73214,43,323
73215,45,323
73216,44,319
73217,45,321
73218,45,320
73219,47,319
73220,43,1016
73221,45,321
73222,45,321
73223,44,321
73224,43,319
73225,43,321
73226,45,319
73227,45,319
73228,44,323
73229,47,319
73230,47,319
73231,45,319
73232,45,734
73233,45,321
73234,46,319
73235,45,323
73236,45,318
73237,44,319
73238,45,321
73239,47,317
73240,42,321
73241,45,319
73242,42,319
73243,45,317
73244,45,933
73245,43,321
73246,43,319
73247,45,319
73248,45,318
73249,42,319
73250,45,319
73251,44,319
73252,45,319
73253,44,319
73254,45,323
73255,41,322
73256,46,1014
73257,45,321
73258,45,317
73259,43,322
73260,44,319
73261,45,319
73262,45,323
73263,45,317
73264,43,320
73265,44,319
73266,45,321
73267,46,319
73268,43,894
73269,43,319
73270,42,315
73271,45,317
73272,46,317
73273,43,321
73274,45,315
73275,43,319
73276,43,321
73277,43,322
73278,45,319
73279,47,321
73280,44,925
73281,44,321
73282,45,319
73283,43,322
73284,45,319
73285,45,319
73286,46,319
73287,45,319
73288,44,319
73289,45,319
73290,43,319
73291,45,321
73292,43,1039
73293,46,319
73294,43,321
73295,45,320
73296,44,323
73297,43,319
73298,42,321
73299,45,317
73300,43,323
73301,47,315
73302,45,317
73303,45,324
73304,44,819
73305,45,321
73306,43,319
73307,43,321
73308,45,321
73309,46,325
73310,43,323
73311,45,319
73312,42,317
73313,43,321
73314,46,321
73315,43,323
73316,43,1081
73317,47,319
73318,45,319
73319,44,323
73320,43,321
73321,45,398
73322,43,324
73323,44,321
73324,45,319
73325,47,321
73326,45,321
73327,45,321
73328,43,898
73329,47,321
73330,45,319
73331,45,317
73332,45,319
73333,44,396
73334,43,321
73335,47,317
73336,44,317
73337,43,321
73338,43,443
73339,45,1248
73340,43,317
73341,43,322
73342,44,319
73343,45,319
73344,43,319
73345,44,319
73346,43,343
73347,45,319
73348,42,319
73349,47,321
73350,45,320
73351,45,809
73352,42,319
73353,47,321
73354,45,315
73355,45,319
73356,45,320
73357,45,319
73358,43,319
73359,46,319
73360,41,317
73361,45,319
73362,45,319
73363,44,335
73364,44,323
73365,44,317
73366,43,325
73367,45,1118
73368,45,321
73369,44,319
73370,44,323
73371,45,319
73372,45,319
73373,43,319
73374,44,319
73375,44,321
73376,45,319
73377,45,323
73378,43,321
73379,45,780
73380,43,321
73381,44,317
73382,43,319
73383,43,319
73384,43,321
73385,45,321
73386,44,323
73387,43,319
73388,45,320
73389,46,319
73390,43,323
73391,45,789
73392,43,319
73393,44,317
73394,43,321
73395,45,320
73396,46,319
73397,45,317
73398,43,321
73399,46,319
73400,43,323
73401,43,325
73402,43,319
73403,42,965
73404,44,319
73405,45,321
73406,45,319
73407,43,321
73408,47,317
73409,43,326
73410,46,319
73411,43,321
73412,45,320
73413,44,319
73414,43,321
73415,43,892
73416,44,323
73417,43,321
73418,45,319
73419,43,321
73420,44,317
73421,45,319
73422,43,319
73423,45,321
73424,45,321
73425,44,321
73426,45,321
73427,45,911
73428,45,315
73429,44,319
73430,45,321
73431,43,317
73432,42,321
73433,45,321
73434,45,321
73435,45,319
73436,45,319
73437,44,321
73438,45,319
73439,45,902
73440,45,317
73441,44,321
73442,45,317
73443,45,317
73444,44,315
73445,45,319
73446,45,323
73447,45,317
73448,43,321
73449,44,323
73450,45,317
73451,45,888
73452,44,321
73453,47,321
73454,45,321
73455,42,323
73456,45,319
73457,47,319
73458,44,321
73459,45,321
73460,45,320
73461,44,317
73462,45,321
73463,45,882
73464,44,321
73465,45,319
73466,45,319
73467,44,317
73468,45,317
73469,44,321
73470,47,319
73471,45,320
73472,44,323
73473,43,321
73474,43,321
73475,42,909
73476,44,319
73477,45,319
73478,45,323
73479,44,319
73480,47,319
73481,44,321
73482,42,319
73483,45,319
73484,42,323
73485,45,321
73486,43,319
73487,43,905
73488,47,320
73489,43,321
73490,45,319
73491,44,360
73492,45,321
73493,44,358
73494,43,319
73495,44,319
73496,45,319
73497,45,321
73498,45,320
73499,44,827
73500,43,319
73501,47,318
73502,44,321
73503,45,359
73504,45,321
73505,45,333
73506,45,321
73507,45,320
73508,46,362
73509,43,321
73510,46,360
73511,47,838
73512,45,319
73513,43,319
73514,43,321
73515,42,319
73516,45,319
73517,43,321
73518,46,317
73519,45,319
73520,43,321
73521,44,317
73522,43,317
73523,45,764
73524,42,321
73525,43,321
73526,43,321
73527,44,319
73528,45,319
73529,45,317
73530,44,319
73531,47,317
73532,45,319
73533,44,319
73534,43,321
73535,45,834
73536,42,319
73537,49,321
73538,47,321
73539,42,317
73540,41,323
73541,43,319
73542,45,319
73543,45,315
73544,47,319
73545,44,317
73546,45,315
73547,45,893
73548,44,319
73549,45,317
73550,45,322
73551,44,317
73552,47,319
73553,46,319
73554,43,321
73555,43,319
73556,44,319
73557,45,319
73558,45,317
73559,44,898
73560,43,319
73561,43,319
73562,42,321
73563,45,319
73564,45,319
73565,46,317
73566,45,319
73567,47,319
73568,46,319
73569,43,319
73570,45,319
73571,44,839
73572,44,321
73573,43,323
73574,45,317
73575,44,321
73576,45,321
73577,43,317
73578,44,319
73579,43,321
73580,45,321
73581,46,323
73582,43,321
73583,43,876
73584,44,321
73585,47,319
73586,43,319
73587,43,317
73588,44,321
73589,45,319
73590,45,322
73591,43,321
73592,44,319
73593,47,319
73594,47,319
73595,43,825
73596,45,321
73597,44,321
73598,45,321
73599,43,321
73600,43,319
73601,44,323
73602,45,317
73603,45,319
73604,44,323
73605,45,321
73606,45,323
73607,44,841
73608,45,317
73609,45,321
73610,43,320
73611,45,323
73612,44,321
73613,45,323
73614,45,320
73615,44,321
73616,45,321
73617,44,319
73618,44,317
73619,43,870
73620,44,319
73621,43,319
73622,43,322
73623,46,319
73624,45,319
73625,44,317
73626,47,323
73627,47,317
73628,46,321
73629,45,321
73630,45,321
73631,44,960
73632,44,319
73633,47,319
73634,44,321
73635,45,317
73636,43,319
73637,46,321
73638,45,319
73639,45,317
73640,42,319
73641,45,319
73642,42,319
73643,47,916
73644,41,319
73645,43,321
73646,44,317
73647,43,319
73648,43,324
73649,44,317
73650,43,321
73651,47,320
73652,42,319
73653,45,321
73654,43,322
73655,45,835
73656,43,317
73657,45,319
73658,46,319
73659,43,321
73660,47,321
73661,47,319
73662,47,321
73663,45,320
73664,46,319
73665,45,323
73666,45,317
73667,44,963
73668,45,321
73669,45,321
73670,44,382
73671,43,319
73672,43,319
73673,45,323
73674,44,317
73675,45,319
73676,44,323
73677,43,323
73678,47,319
73679,45,321
73680,47,323
73681,45,319
73682,43,321
73683,47,364
73684,45,843
73685,45,361
73686,44,323
73687,41,321
73688,43,321
73689,44,321
73690,43,321
73691,43,321
73692,43,320
73693,42,319
73694,45,319
73695,45,320
73696,46,779
73697,44,330
